"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","Distrust for TLS After Date","Distrust for S/MIME After Date","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Test Website - Expired","Test Website - Revoked","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Certificate Practice & Policy Statement (CP/CPS)","Standard Audit","NetSec Audit","TLS BR Audit","TLS EVG Audit","S/MIME BR Audit","Audit Firm","Standard Audit Type","Standard Audit Statement Dt"
"GlobalSign nv-sa","GlobalSign nv-sa","Root CA","GlobalSign Root CA","040000000001154B5AC394","EBD41040E4BB3EC742C9E381D31EF2A41A48B6685C96E7CEF3C1DF6CD4331C99","E2D61F4A55EA263BB9B6FD98A2625439E581FD543179ADE55F0A6F681786A5DF","1998.09.01","2028.01.28","RSA 2048 bits","SHA1WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=406794","NSS 3.11.10","Firefox 3.0.2","https://valid.r1.roots.globalsign.com","https://expired.r1.roots.globalsign.com","https://revoked.r1.roots.globalsign.com","","https://www.globalsign.com/","Belgium, Global","https://www.globalsign.com/en/repository/GlobalSign-CP-v7.6.pdf","https://www.globalsign.com/en/repository/GlobalSign-CPS-v10.6.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=76f5d417-9687-4e59-8a93-e3b1e79991e8","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be3ba67f-4143-475e-a814-67b372aef8c0","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=db114731-ccec-4663-a44f-331dff29605a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f7ac4da2-5c12-49a8-9867-f41871d17061","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=0034c1a5-a0ee-40a2-874a-a547d1c3e05b","KPMG","WebTrust","2025.06.27"
"GlobalSign nv-sa","GlobalSign nv-sa","","GlobalSign Root E46","11D2BBBA336ED4BCE62468C50D841D98E843","CBB9C44D84B8043E1050EA31A69F514955D7BFD2E2C6B49301019AD61D9F5058","1BCBA5C0BF6A07947730BA1AFE4CE5EC4D08F9C3B98D6152E0AC264E082421EE","2019.03.20","2046.03.20","EC secp384r1","ecdsaWithSHA384","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1570724","NSS 3.63","Firefox 88","https://valid.e46.roots.globalsign.com","https://expired.e46.roots.globalsign.com","https://revoked.e46.roots.globalsign.com","","https://www.globalsign.com/","Belgium, Global","https://www.globalsign.com/en/repository/GlobalSign-CP-v7.6.pdf","https://www.globalsign.com/en/repository/GlobalSign-CPS-v10.6.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=76f5d417-9687-4e59-8a93-e3b1e79991e8","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be3ba67f-4143-475e-a814-67b372aef8c0","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=db114731-ccec-4663-a44f-331dff29605a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f7ac4da2-5c12-49a8-9867-f41871d17061","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=0034c1a5-a0ee-40a2-874a-a547d1c3e05b","KPMG","WebTrust","2025.06.27"
"GlobalSign nv-sa","GlobalSign nv-sa","","GlobalSign Root R46","11D2BBB9D723189E405F0A9D2DD0DF2567D1","4FA3126D8D3A11D1C4855A4F807CBAD6CF919D3A5A88B03BEA2C6372D93C40C9","55E3808716F92C4737453BFBAF921790EC9FD5BFE4F58C043A12F00FDF86D2F7","2019.03.20","2046.03.20","RSA 4096 bits","SHA384WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1570724","NSS 3.63","Firefox 88","https://valid.r46.roots.globalsign.com","https://expired.r46.roots.globalsign.com","https://revoked.r46.roots.globalsign.com","","https://www.globalsign.com/","Belgium, Global","https://www.globalsign.com/en/repository/GlobalSign-CP-v7.6.pdf","https://www.globalsign.com/en/repository/GlobalSign-CPS-v10.6.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=76f5d417-9687-4e59-8a93-e3b1e79991e8","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be3ba67f-4143-475e-a814-67b372aef8c0","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=db114731-ccec-4663-a44f-331dff29605a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f7ac4da2-5c12-49a8-9867-f41871d17061","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=0034c1a5-a0ee-40a2-874a-a547d1c3e05b","KPMG","WebTrust","2025.06.27"
"GlobalSign nv-sa","GlobalSign nv-sa","","GlobalSign Secure Mail Root E45","7653FEAA271D95465DD6F19EE5B8900A","5CBF6FB81FD417EA4128CD6F8172A3C9402094F74AB2ED3A06B4405D04F30B19","60EFFE682ABE87653834BD6FDD49A9A52C3088F8391F081B954143517B4E22B0","2020.03.18","2045.03.18","EC secp384r1","ecdsaWithSHA384","Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1637269","NSS 3.63","Firefox 88","","","","","https://www.globalsign.com/","Belgium, Global","https://www.globalsign.com/en/repository/GlobalSign-CP-v7.6.pdf","https://www.globalsign.com/en/repository/GlobalSign-CPS-v10.6.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=76f5d417-9687-4e59-8a93-e3b1e79991e8","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be3ba67f-4143-475e-a814-67b372aef8c0","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=db114731-ccec-4663-a44f-331dff29605a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f7ac4da2-5c12-49a8-9867-f41871d17061","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=0034c1a5-a0ee-40a2-874a-a547d1c3e05b","KPMG","WebTrust","2025.06.27"
"GlobalSign nv-sa","GlobalSign nv-sa","","GlobalSign Secure Mail Root R45","7653FEA84C50AB9F8D32B51D038F57DC","319AF0A7729E6F89269C131EA6A3A16FCD86389FDCAB3C47A4A675C161A3F974","6D9B0F9A6AA539E8A21ABE892CD9FE602363499567F8B874D3D6072978986277","2020.03.18","2045.03.18","RSA 4096 bits","SHA384WithRSA","Email","","","Not applicable.","https://bugzilla.mozilla.org/show_bug.cgi?id=1637269","NSS 3.63","Firefox 88","","","","","https://www.globalsign.com/","Belgium, Global","https://www.globalsign.com/en/repository/GlobalSign-CP-v7.6.pdf","https://www.globalsign.com/en/repository/GlobalSign-CPS-v10.6.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=76f5d417-9687-4e59-8a93-e3b1e79991e8","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be3ba67f-4143-475e-a814-67b372aef8c0","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=db114731-ccec-4663-a44f-331dff29605a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f7ac4da2-5c12-49a8-9867-f41871d17061","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=0034c1a5-a0ee-40a2-874a-a547d1c3e05b","KPMG","WebTrust","2025.06.27"
"GoDaddy","The Go Daddy Group, Inc.","Go Daddy Class 2 Certification Authority","Go Daddy Class 2 Certification Authority","00","C3846BF24B9E93CA64274C0EC67C1ECC5E024FFCACD2D74019350E81FE546AE4","6CB777C3B2653371134AB578E0FE2E60F116CF56208C884E6540D10BECBCB671","2004.06.29","2034.06.29","RSA 2048 bits","SHA1WithRSA","All Trust Bits Turned Off","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=284677","NSS 3.10","Firefox 1","https://valid.gdi.catest.godaddy.com/","https://expired.gdi.catest.godaddy.com/","https://revoked.gdi.catest.godaddy.com/","","http://www.godaddy.com/","USA, Global","","","https://certs.godaddy.com/repository/certificate_practices/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf; https://certs.godaddy.com/repository/certificate_practices/en/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a5c7000a-8a91-45d1-b4c6-8da0d8e94ef3","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=b8b878e6-8aed-4a67-82f8-faec7d1a8dd9","","Schellman & Company, LLC.","WebTrust","2024.09.05"
"GoDaddy","GoDaddy.com, Inc.","","Go Daddy Root Certificate Authority - G2","00","45140B3247EB9CC8C5B4F0D7B53091F73292089E6E5A63E2749DD3ACA9198EDA","397DA2FAACAB0A2C3A4C4C92AF13361A64E69FDE24430200DADB150983FEB30A","2009.09.01","2037.12.31","RSA 2048 bits","SHA256WithRSA","Websites","","","2.16.840.1.114413.1.7.23.3","https://bugzilla.mozilla.org/show_bug.cgi?id=527056","NSS 3.12.10","Firefox 6.0","https://valid.gdig2.catest.godaddy.com/","https://expired.gdig2.catest.godaddy.com/","https://revoked.gdig2.catest.godaddy.com/","","http://www.godaddy.com/","USA, Global","","","https://certs.godaddy.com/repository/certificate_practices/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf; https://certs.godaddy.com/repository/certificate_practices/en/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a5c7000a-8a91-45d1-b4c6-8da0d8e94ef3","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=b8b878e6-8aed-4a67-82f8-faec7d1a8dd9","","Schellman & Company, LLC.","WebTrust","2024.09.05"
"GoDaddy","Starfield Technologies, Inc.","Starfield Class 2 Certification Authority","Starfield Class 2 Certification Authority","00","1465FA205397B876FAA6F0A9958E5590E40FCC7FAA4FB7C2C8677521FB5FB658","75B917DBDFBE859F4E9BE41A26235727F59AA6DEBE65AAE116905F31739C68AF","2004.06.29","2034.06.29","RSA 2048 bits","SHA1WithRSA","All Trust Bits Turned Off","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=284677","NSS 3.10","Firefox 1","https://valid.sfi.catest.starfieldtech.com/","https://expired.sfi.catest.starfieldtech.com/","https://revoked.sfi.catest.starfieldtech.com/","","http://www.godaddy.com/","USA, Global","","","https://certs.godaddy.com/repository/certificate_practices/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf; https://certs.godaddy.com/repository/certificate_practices/en/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a5c7000a-8a91-45d1-b4c6-8da0d8e94ef3","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=b8b878e6-8aed-4a67-82f8-faec7d1a8dd9","","Schellman & Company, LLC.","WebTrust","2024.09.05"
"GoDaddy","Starfield Technologies, Inc.","","Starfield Root Certificate Authority - G2","00","2CE1CB0BF9D2F9E102993FBE215152C3B2DD0CABDE1C68E5319B839154DBB7F5","2F0CDE81F2EEB640DA2990B73A31E2172FB59807966B593BB9F403E976B0F533","2009.09.01","2037.12.31","RSA 2048 bits","SHA256WithRSA","Websites","","","2.16.840.1.114414.1.7.23.3","https://bugzilla.mozilla.org/show_bug.cgi?id=527056","NSS 3.12.10","Firefox 6.0","https://valid.sfig2.catest.starfieldtech.com/","https://expired.sfig2.catest.starfieldtech.com/","https://revoked.sfig2.catest.starfieldtech.com/","","http://www.godaddy.com/","USA, Global","","","https://certs.godaddy.com/repository/certificate_practices/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf; https://certs.godaddy.com/repository/certificate_practices/en/StarfieldCertificatePolicyandCertificationPracticeStatement.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a5c7000a-8a91-45d1-b4c6-8da0d8e94ef3","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=a008fdfa-3615-436b-b6fa-cd979cc51483","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=b8b878e6-8aed-4a67-82f8-faec7d1a8dd9","","Schellman & Company, LLC.","WebTrust","2024.09.05"
"Google Trust Services LLC","GlobalSign","GlobalSign ECC Root CA - R4","GlobalSign","0203E57EF53F93FDA50921B2A6","B085D70B964F191A73E4AF0D54AE7A0E07AAFDAF9B71DD0862138AB7325A24A2","E7BE5BAB85BD4AF554B3C28287CEF885C92126334C0FFC85E6607461B815F162","2012.11.13","2038.01.19","EC secp256r1","ecdsaWithSHA256","Websites;Email","","","N/A","https://bugzilla.mozilla.org/show_bug.cgi?id=1675821","NSS 3.74","Firefox 97","https://good.gsr4.demosite.pki.goog","https://expired.gsr4.demosite.pki.goog","https://revoked.gsr4.demosite.pki.goog","","https://pki.goog","Global","","","https://pki.goog/repo/cp-cps-tls/6.0/GTS-CP-CPS-TLS.html","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=51ff0831-ae52-4b41-b3f7-a259074b61d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=86d06a15-4344-49f6-8f50-eefcbaf44af4","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f65aab9e-bd06-4a48-ab8f-32428948a28a","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=161fd394-1df2-40a2-a044-aee209fb853a","Ernst & Young, LLP","WebTrust","2024.10.03"
"Google Trust Services LLC","Google Trust Services LLC","","GTS Root R1","0203E5936F31B01349886BA217","D947432ABDE7B7FA90FC2E6B59101B1280E0E1C7E4E40FA3C6887FFF57A7F4CF","1AB88FE2C48A31F5435F3EE3A22F354379CC1E28BDEBB3D1E702ED4817441589","2016.06.22","2036.06.22","RSA 4096 bits","SHA384WithRSA","Websites;Email","","","N/A","https://bugzilla.mozilla.org/show_bug.cgi?id=1675821","NSS 3.74","Firefox 97","https://good.gtsr1.demosite.pki.goog","https://expired.gtsr1.demosite.pki.goog","https://revoked.gtsr1.demosite.pki.goog","","https://pki.goog","Global","","","https://pki.goog/repo/cp-cps-tls/6.0/GTS-CP-CPS-TLS.html","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=51ff0831-ae52-4b41-b3f7-a259074b61d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=86d06a15-4344-49f6-8f50-eefcbaf44af4","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f65aab9e-bd06-4a48-ab8f-32428948a28a","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=161fd394-1df2-40a2-a044-aee209fb853a","Ernst & Young, LLP","WebTrust","2024.10.03"
"Google Trust Services LLC","Google Trust Services LLC","","GTS Root R2","0203E5AEC58D04251AAB1125AA","8D25CD97229DBF70356BDA4EB3CC734031E24CF00FAFCFD32DC76EB5841C7EA8","0E5C2CB50C8CC27FF4E1C72805073A671BBC51763B8310735C6FEC3BDE93F9EB","2016.06.22","2036.06.22","RSA 4096 bits","SHA384WithRSA","Websites;Email","","","N/A","https://bugzilla.mozilla.org/show_bug.cgi?id=1675821","NSS 3.74","Firefox 97","https://good.gtsr2.demosite.pki.goog","https://expired.gtsr2.demosite.pki.goog","https://revoked.gtsr2.demosite.pki.goog","","https://pki.goog","Global","","","https://pki.goog/repo/cp-cps-smime/6.1/GTS-CP-CPS-SMIME.html; https://pki.goog/repo/cp-cps-tls/6.0/GTS-CP-CPS-TLS.html","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=51ff0831-ae52-4b41-b3f7-a259074b61d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=86d06a15-4344-49f6-8f50-eefcbaf44af4","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f65aab9e-bd06-4a48-ab8f-32428948a28a","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=161fd394-1df2-40a2-a044-aee209fb853a","Ernst & Young, LLP","WebTrust","2024.10.03"
"Google Trust Services LLC","Google Trust Services LLC","","GTS Root R3","0203E5B882EB20F825276D3D66","34D8A73EE208D9BCDB0D956520934B4E40E69482596E8B6F73C8426B010A6F48","57D88B417FB78BE305558C964B3663661EFFAF2EB6829D1D317D92001BF66C79","2016.06.22","2036.06.22","EC secp384r1","ecdsaWithSHA384","Websites;Email","","","N/A","https://bugzilla.mozilla.org/show_bug.cgi?id=1675821","NSS 3.74","Firefox 97","https://good.gtsr3.demosite.pki.goog","https://expired.gtsr3.demosite.pki.goog","https://revoked.gtsr3.demosite.pki.goog","","https://pki.goog","Global","","","https://pki.goog/repo/cp-cps-tls/6.0/GTS-CP-CPS-TLS.html","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=51ff0831-ae52-4b41-b3f7-a259074b61d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=86d06a15-4344-49f6-8f50-eefcbaf44af4","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f65aab9e-bd06-4a48-ab8f-32428948a28a","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=161fd394-1df2-40a2-a044-aee209fb853a","Ernst & Young, LLP","WebTrust","2024.10.03"
"Google Trust Services LLC","Google Trust Services LLC","","GTS Root R4","0203E5C068EF631A9C72905052","349DFA4058C5E263123B398AE795573C4E1313C83FE68F93556CD5E8031B3C7D","20579A7FA60179758D7F5914C1EDCDA977B8FD70D1CA28A1613FD5FD37EA4591","2016.06.22","2036.06.22","EC secp384r1","ecdsaWithSHA384","Websites;Email","","","N/A","https://bugzilla.mozilla.org/show_bug.cgi?id=1675821","NSS 3.74","Firefox 97","https://good.gtsr4.demosite.pki.goog","https://expired.gtsr4.demosite.pki.goog","https://revoked.gtsr4.demosite.pki.goog","","https://pki.goog","Global","","","https://pki.goog/repo/cp-cps-tls/6.0/GTS-CP-CPS-TLS.html","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=51ff0831-ae52-4b41-b3f7-a259074b61d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=86d06a15-4344-49f6-8f50-eefcbaf44af4","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f65aab9e-bd06-4a48-ab8f-32428948a28a","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=161fd394-1df2-40a2-a044-aee209fb853a","Ernst & Young, LLP","WebTrust","2024.10.03"
"Government of Hong Kong (SAR), Hongkong Post, Certizen","Hongkong Post","","Hongkong Post Root CA 3","08165F8A4CA5EC00C99340DFC4C6AE23B81C5AA4","5A2FC03F0C83B090BBFA40604B0988446C7636183DF9846E17101A447FB8EFD6","8ADF99FED163C7809331E00788A9311612373EE392E3E43D59628B50139E7127","2017.06.03","2042.06.03","RSA 4096 bits","SHA256WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1464306","NSS 3.43","Firefox 67","https://valid-ev.ecert.gov.hk/","https://expired-ev.ecert.gov.hk/","https://revoked-ev.ecert.gov.hk/","","https://www.ecert.gov.hk/index.html","Hong Kong (SAR), China","","","https://www.ecert.gov.hk/product/cps/ecert/img/server_cps_en24.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5b976156-6c33-4fd3-87b7-8229c1c1a6d9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=b7e2f8cb-1028-44d0-8a73-a0ef76d8bb6f","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=90536a92-16af-402a-a1a5-494e93e9d69b","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=cd8c8013-90f2-413b-a88d-ffcd3503c3d2","","PwC - PricewaterhouseCoopers International Limited","WebTrust","2025.02.24"
"Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)","ACCV","PKIACCV","ACCVRAIZ1","5EC3B7A6437FA4E0","9A6EC012E1A7DA9DBE34194D478AD7C0DB1822FB071DF12981496ED104384113","F35C192B8FBF8CB909D2AA5DAF985C805162CC2B4329A6BC0790C9086EF170CC","2011.05.05","2030.12.31","RSA 4096 bits","SHA1WithRSA","Websites","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=811352","NSS 3.15.4","Firefox 27","https://activo.accv.es/test/hola.html","https://caducado.accv.es:444/test/hola.html","https://revocado.accv.es:442/test/hola.html","","https://www.accv.es","Valencia region of Spain","","","https://www.accv.es/en/fileadmin/Archivos/Practicas_de_certificacion/ACCV-CPS-CP-V4.0.18-EN-2025.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f60c2cc9-358a-441e-9aa7-0b4838253098","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5830e464-70c2-49f8-bd66-a6d363bc38f0","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=aaf67a24-a77d-4e22-8d02-c05e40d3a0a2","","","Auren","WebTrust","2025.07.24"
"Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","FNMT-RCM","AC RAIZ FNMT-RCM","AC RAIZ FNMT-RCM","5D938D306736C8061D1AC754846907","EBC5570C29018C4D67B1AA127BAF12F703B4611EBC17B7DAB5573894179B93FA","1B3CF7B332D65B1EF518CFA49F19B8548A0AAA1B0F8C337CE1C1C5ED1E536BF7","2008.10.29","2030.01.01","RSA 4096 bits","SHA256WithRSA","Websites","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=435736","NSS 3.28.1","Firefox 51","https://www.sede.fnmt.gob.es","https://testexpired.cert.fnmt.es","https://testrevoked.cert.fnmt.es","","http://www.cert.fnmt.es/","Spain","","https://www.sede.fnmt.gob.es/documents/10445900/10536309/dgpc_english.pdf","","https://eidas.aenor.com/www.aenor.com/Certificacion_Documentos/eiDas/AENOR-AAL_PSC20190003-2024-2025-FNMT_Standard_Audit.pdf","","https://eidas.aenor.com/www.aenor.com/Certificacion_Documentos/eiDas/AENOR-AAL_PSC20190003-2024-2025-FNMT_TLS-BR_Audit.pdf","","https://eidas.aenor.com/www.aenor.com/Certificacion_Documentos/eiDas/AENOR-AAL_PSC20190003-2024-2025-FNMT_SMIME-BR_Audit.pdf","AENOR CONFIA, S.A. (Unipersonal)","ETSI EN 319 411","2025.04.10"
"Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","FNMT-RCM","Ceres","AC RAIZ FNMT-RCM SERVIDORES SEGUROS","62F6326CE5C4E3685C1B62DD9C2E9D95","554153B13D2CF9DDB753BFBE1A4E0AE08D0AA4187058FE60A2B862B2E4B87BCB","9DB8EB72C13E9B4F2DEF19AFEE16C49C39B57FA0A490868F8F1CC02C6D095A2F","2018.12.20","2043.12.20","EC secp384r1","ecdsaWithSHA384","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1559342","NSS 3.63","Firefox 88","https://testactivetipo1.cert.fnmt.es/","https://testexpiredtipo1.cert.fnmt.es/","https://testrevokedtipo1.cert.fnmt.es/","","http://www.cert.fnmt.es/","Spain","","","https://www.sede.fnmt.gob.es/documents/10445900/10536309/dpc_ss_english.pdf","https://eidas.aenor.com/www.aenor.com/Certificacion_Documentos/eiDas/AENOR-AAL_PSC20190003-2024-2025-FNMT_Standard_Audit.pdf","","https://eidas.aenor.com/www.aenor.com/Certificacion_Documentos/eiDas/AENOR-AAL_PSC20190003-2024-2025-FNMT_TLS-BR_Audit.pdf","https://eidas.aenor.com/www.aenor.com/Certificacion_Documentos/eiDas/AENOR-AAL_PSC20190003-2024-2025-FNMT_TLS-EV_Audit.pdf","","AENOR CONFIA, S.A. (Unipersonal)","ETSI EN 319 411","2025.04.10"
"Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden","","Staat der Nederlanden Root CA - G3","0098A239","3C4FB0B95AB8B30032F432B86F535FE172C185D0FD39865837CF36187FA6F428","BBA5DEB8B63C0654BC3D5D680BF72BF2FABE87A6D53CE4EC7382F51DFE4E8790","2013.11.14","2028.11.13","RSA 4096 bits","SHA256WithRSA","Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1016568","NSS 3.18","Firefox 38","","","","","https://www.logius.nl/languages/english/pkioverheid/","Netherlands","https://cp.pkioverheid.nl/pkioverheid-por-v5.1.pdf","https://cps.pkioverheid.nl/pkioverheid-cps-unified-v5.4.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=16e4b8af-42a8-4c8a-9cdf-046c1d1fe084","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=f1048ccf-61e3-4baf-ae58-3a8e2868482e","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7ee2230d-b5d4-4038-991d-f99d1e2ea078","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=3a975fc0-437e-4c9e-bfba-d1cd1290cbd2","KPMG","WebTrust","2025.03.21"
"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)","Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK","Kamu Sertifikasyon Merkezi - Kamu SM","TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1","01","46EDC3689046D53A453FB3104AB80DCAEC658B2660EA1629DD7E867990648716","FC7E0F2A6965CFD6EECB4965EB14C6F9986BFC466CFDE9A4843B7CBD83BF770E","2013.11.25","2043.10.25","RSA 2048 bits","SHA256WithRSA","Websites","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1262809","NSS 3.30.2","Firefox 54","https://testssl.kamusm.gov.tr/","https://testsslexpired.kamusm.gov.tr/","https://testsslrevoked.kamusm.gov.tr/","*.tr","https://kamusm.bilgem.tubitak.gov.tr","Turkey","","","http://depo.kamusm.gov.tr/ilke/KamuSM_CPS/KamuSM_CP_CPS_EN_3.10.0.pdf","https://www.kiwa.com/4ad2d3/globalassets/italy/eidas-certificates/cab-forum_aal_template_standard_audit_e_v3.3_ksm_rev1-signed_signed.pdf","","https://www.kiwa.com/4ad2d3/globalassets/italy/eidas-certificates/cab-forum_aal_template_standard_audit_e_v3.3_ksm_rev1-signed_signed.pdf","","","KIWA CERMET Italia S.p.A","ETSI EN 319 411","2024.10.30"
"HARICA","Hellenic Academic and Research Institutions CA","","HARICA Client ECC Root CA 2021","3168D9D8E162571ED2194488E6107DF0","8DD4B5373CB0DE36769C12339280D82746B3AA6CD426E797A31BABE4279CF00B","2117416811153CAA089EB299DF1D46E10EF4A3AA05B08BF9D6928752D0EF03E8","2021.02.19","2045.02.13","EC secp384r1","ecdsaWithSHA384","Email","","","Not Applicable","https://bugzilla.mozilla.org/show_bug.cgi?id=1695486","NSS 3.71","Firefox 94","","","","","https://www.harica.gr/","Greece, Global","","","https://repo.harica.gr/documents/CPS-EN-4.10.1.pdf","https://www.qmscert.com/share/270625-04-AL.pdf","https://www.qmscert.com/share/270625-04-AL.pdf","","","https://www.qmscert.com/share/270625-08-AL.pdf","QMSCERT","ETSI EN 319 411","2025.06.27"
